budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name,keyword_names
28000000,Comedy,137093,en,Last Vegas,28.043508,2013-10-31,134402450,105.0,Last Vegas,6.4,799,Jon Turteltaub,Matt Leonetti,Robert De Niro,Morgan Freeman,Laurence Mark Productions,"new york city california casino new jersey drag queen florida sarcasm married couple male friendship grandfather stag night malibu las vegas older man younger woman relationship divorced widower brooklyn, new york city group of friends childhood friends military veteran elderly bachelor party"
60000000,Action|Drama|Thriller,137094,en,Jack Ryan: Shadow Recruit,42.538258,2014-01-15,50549107,105.0,Jack Ryan: Shadow Recruit,5.9,1173,Kenneth Branagh,David Ready,Chris Pine,Keira Knightley,Paramount Pictures,"london, england corruption cia terrorist sniper explosive intelligence rehabilitation murder conspiracy surveillance agent jack ryan u.s. marine analyst"
60000000,Adventure|Animation|Comedy|Family|Fantasy,137106,en,The Lego Movie,59.547928,2014-02-06,469160692,100.0,The Lego Movie,7.5,3070,Christopher Miller,Dan Lin,Chris Pratt,Will Ferrell,Village Roadshow Pictures,prophecy parent child relationship friendship superhero based on comic part live action based on toy falling in love super power good cop bad cop duringcreditsstinger live action and animation lego father son relationship evil tyrant
178000000,Action|Science Fiction,137113,en,Edge of Tomorrow,79.456485,2014-05-27,370541256,113.0,Edge of Tomorrow,7.6,4858,Doug Liman,Gregory Jacobs,Tom Cruise,Emily Blunt,Village Roadshow Pictures,deja vu based on novel or book restart dystopia training alien time loop military officer soldier based on manga alien invasion war hero exoskeleton soldiers war
60000000,Drama|Fantasy|Mystery|Romance,137321,en,Winter's Tale,22.736038,2014-02-13,30800231,118.0,Winter's Tale,6.0,487,Akiva Goldsman,Marc Platt,Colin Farrell,Jessica Brown Findlay,Village Roadshow Pictures,based on novel or book
9000000,Comedy|Drama,137347,en,Closer to the Moon,9.159265,2013-11-29,0,112.0,Closer to the Moon,6.4,13,Nae Caranfil,,Vera Farmiga,Mark Strong,Mandragora Movies,bank robbery
1200000,,137955,en,Crowsnest,0.057564,2012-01-01,0,84.0,Crowsnest,4.8,12,,,,,,found footage
90000000,Action|Adventure|Thriller,138103,en,The Expendables 3,61.025639,2014-08-04,206172544,127.0,The Expendables 3,6.1,1795,Patrick Hughes,John Thompson,Sylvester Stallone,Jason Statham,Davis-Films,cia arms dealer sequel rescue mission hospital battle sledgehammer revolver
6000000,Romance|Comedy|Drama,138697,en,Don Jon,33.296684,2013-07-26,0,90.0,Don Jon,5.9,1671,Joseph Gordon-Levitt,Ram Bergman,Joseph Gordon-Levitt,Scarlett Johansson,Voltage Pictures,pornography new jersey sex addiction sexual fantasy internet porn male masturbation masturbation exercise true love
37000000,Comedy|Crime,138832,en,We're the Millers,100.348805,2013-08-07,269994119,110.0,We're the Millers,6.8,2972,Rawson Marshall Thurber,Edward Pelle,Jason Sudeikis,Jennifer Aniston,New Line Cinema,"mexico camping denver, colorado drug dealer fireworks drug smuggling carnival witness protection stripper road trip marijuana breaking the fourth wall drug stealing man child drugs drug lord drug bust first kiss strip tease dea homeless girl drug syndicate drug gang 4th of july drug money pretend family rv"
13000000,Horror|Thriller,138843,en,The Conjuring,49.975409,2013-07-18,318000141,112.0,The Conjuring,7.4,3092,James Wan,Tony DeRosa-Grund,Patrick Wilson,Vera Farmiga,New Line Cinema,sibling relationship 1970s cellar exorcism satanism haunted house rhode island based on true story possession paranormal investigation crucifix ghost demonic demonology psychic vision
625000,Drama,138976,en,Treachery,0.283059,2013-05-16,0,68.0,Treachery,4.8,5,Travis Romero,,Matthew Ziff,Michael Biehn,,
2500000,Comedy|Horror,139038,en,A Haunted House,18.661541,2013-01-11,60141683,86.0,A Haunted House,5.4,516,Michael Tiddes,Rick Alvarez,Marlon Wayans,Essence Atkins,Endgame Entertainment,ghostbuster haunted house parody crude humor spoof horror spoof fake documentary demonic possession found footage paranormal activity duringcreditsstinger spooky house horror parody
500000,Comedy|Horror,139715,en,Detention of the Dead,2.391847,2012-04-27,0,87.0,Detention of the Dead,4.5,34,Alex Craig Mann,Brooke Anderson,Jacob Zachar,Alexa Nikolas,Gala Film,high school zombie aftercreditsstinger
225000,Foreign|Documentary,139948,en,Burn,0.126676,2012-11-01,111300,86.0,Burn,6.9,6,Brenna Sanchez,,Donald Austin,"Brendan ""Doogie"" Milewski",Apostle Productions,"michigan crisis firefighting detroit, michigan woman director"
0,Drama|Comedy,139998,en,Supporting Characters,0.620554,2012-01-23,0,87.0,Supporting Characters,6.7,10,Daniel Schechter,,Alex Karpovsky,Tarik Lowe,,movie business marriage proposal relationship filmmaking
145000000,Action|Adventure|Animation|Comedy|Family,140300,en,Kung Fu Panda 3,56.747978,2016-01-23,521170825,95.0,Kung Fu Panda 3,6.7,1603,Alessandro Carloni,Melissa Cobb,Jack Black,Bryan Cranston,Twentieth Century Fox Film Corporation,china martial arts kung fu village fighter panda sequel anthropomorphism dragon wuxia woman director
35000000,Comedy|Drama|History,140823,en,Saving Mr. Banks,31.957947,2013-11-16,112544580,125.0,Saving Mr. Banks,7.3,1226,John Lee Hancock,Ian Collie,Emma Thompson,Tom Hanks,Walt Disney Pictures,"biography based on true story author writer disneyland 1960s film production queensland, australia"
3500000,Action|Animation,142061,en,"Batman: The Dark Knight Returns, Part 2",25.891466,2013-01-18,0,78.0,"Batman: The Dark Knight Returns, Part 2",7.9,419,Jay Oliva,,Peter Weller,Ariel Winter,DC Comics,future dystopia based on graphic novel super power
0,Comedy,142132,en,Sugar Town,0.375423,1999-09-17,0,92.0,Sugar Town,5.5,2,Kurt Voss,Nancy Griffin,John Taylor,Michael Des Barres,Channel Four Films,"musician los angeles, california woman director"
35000000,Action|Drama|Thriller|Crime,144336,en,Sabotage,27.903999,2014-03-28,17508518,110.0,Sabotage,5.5,555,David Ayer,Ethan Smith,Arnold Schwarzenegger,Sam Worthington,Open Road Films,mexico hostage drug addiction atlanta strip club drug cartel crime scene police corruption brutality drugs bribe dea
13000000,Comedy|Drama|Romance,144340,en,Admission,17.632446,2013-03-21,18000000,107.0,Admission,5.4,304,Paul Weitz,Kerry Kohansky,Tina Fey,Paul Rudd,Focus Features,princeton university adoption wedding admissions
50000000,Comedy|Adventure|Crime|Family,145220,en,Muppets Most Wanted,14.808304,2014-03-20,80383290,112.0,Muppets Most Wanted,6.2,316,James Bobin,Todd Lieberman,Ricky Gervais,Ty Burrell,Buena Vista,musical puppetry
20000000,Action|Thriller,146198,en,Triple 9,29.371987,2016-02-19,12639297,115.0,Triple 9,5.6,797,John Hillcoat,Bard Dorros,Casey Affleck,Chiwetel Ejiofor,Worldview Entertainment,"bomb detective assault rifle cocaine ghetto strip club bratva (russian mafia) murder heist betrayal bag of money dirty cop bank robbery death of brother atlanta, georgia"
5000000,Horror|Thriller,146203,en,The Last Exorcism Part II,10.605752,2013-02-28,15179302,88.0,The Last Exorcism Part II,4.4,203,Ed Gass-Donnelly,,Ashley Bell,Julia Garner,StudioCanal,found footage
84000000,Action|Comedy|Crime|Thriller,146216,en,RED 2,44.34333,2013-07-18,0,116.0,RED 2,6.4,1526,Dean Parisot,Mark Vahradian,Bruce Willis,Catherine Zeta-Jones,DC Comics,"paris, france london, england england cia europe based on comic mi6 agent hired killer exploding airplane"
18000000,Action|Crime,146227,en,Getaway,16.520516,2013-08-29,10501938,90.0,Getaway,4.9,246,Courtney Solomon,Allan Zeman,Ethan Hawke,Selena Gomez,Dark Castle Entertainment,race against time driver
46000000,Drama|Thriller|Crime,146233,en,Prisoners,88.496873,2013-09-18,122126687,153.0,Prisoners,7.9,3085,Denis Villeneuve,Adam Kolbrenner,Hugh Jackman,Jake Gyllenhaal,Alcon Entertainment,"detective pennsylvania, usa hostage symbolism kidnapping maze investigation vigilante revenge beating rural area crime scene brutality candlelight vigil animal cruelty neo-noir child abduction"
30000000,Crime|Thriller|Drama,146238,en,Runner Runner,22.975918,2013-09-24,62616646,91.0,Runner Runner,5.5,543,Brad Furman,Leonardo DiCaprio,Ben Affleck,Gemma Arterton,Double Feature Films,gambling casino fbi puerto rico gambling debt dirty cop agent
26000000,Comedy,146239,en,Delivery Man,30.114383,2013-10-10,51164106,105.0,Delivery Man,6.2,551,Ken Scott,André Rouleau,Vince Vaughn,Cobie Smulders,DreamWorks SKG,remake sperm donor artificial insemination
0,Drama,146269,en,The Young Unknowns,0.004922,2000-03-12,0,87.0,The Young Unknowns,0.0,0,Catherine Jelski,,Devon Gummersall,Arly Jover,,woman director
17000000,Comedy,146304,en,The Best Man Holiday,7.210095,2013-11-15,71625195,123.0,The Best Man Holiday,6.7,110,Malcolm D. Lee,Malcolm D. Lee,Terrence Howard,Harold Perrineau,Universal,best man
2500000,Action|Adventure|Science Fiction,146631,en,U.F.O.,8.248149,2012-12-14,0,101.0,U.F.O.,3.1,47,Dominic Burns,Alain Wildberger,Bianca Bree,Sean Brosnan,Hawthorn Productions,impostor alien invasion military
0,Drama,146882,fr,Le bonheur d'Elza,0.007254,2011-04-11,0,78.0,Elza,0.0,0,Mariette Monpierre,,Stana Roumillac,Vincent Byrd Le Sage,France Télévision,france caribbean sea woman director
140000000,Adventure|Drama|Action,147441,en,Exodus: Gods and Kings,101.599427,2014-12-03,268031828,150.0,Exodus: Gods and Kings,5.6,1921,Ridley Scott,Mohamed El Raie,Christian Bale,Joel Edgerton,Scott Free Productions,moses bible epic racism slave ancient egypt old testament ramses
0,Action|Comedy,147767,en,Khiladi 786,0.114342,2012-12-07,126,139.0,Khiladi 786,4.7,11,Ashish R. Mohan,,Akshay Kumar,Asin Thottumkal,,
4600000,Comedy|Drama,147773,en,The Way Way Back,32.14444,2013-06-06,23198652,103.0,The Way Way Back,7.1,688,Jim Rash,Kevin J. Walsh,Liam James,Steve Carell,Fox Searchlight Pictures,shyness beach bicycle conversation friendship stepfather vacation love neighbor summer water park awkwardness
0,Horror|Drama|Thriller,150202,en,The Haunting in Connecticut 2: Ghosts of Georgia,11.708343,2013-02-01,0,101.0,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,175,Tom Elkins,,Chad Michael Murray,Katee Sackhoff,Gold Circle Films,georgia sequel new home ghost 1990s
0,Horror|Thriller,150211,en,The Frozen,1.084387,2012-10-10,0,0.0,The Frozen,4.2,14,Andrew Hyatt,,,,,bickering accident denial of death
175000000,Drama|Comedy|Animation|Family,150540,en,Inside Out,128.655964,2015-06-09,857611174,94.0,Inside Out,8.0,6560,Pete Docter,Jonas Rivera,Amy Poehler,Phyllis Smith,Walt Disney Pictures,"san francisco, california minnesota dream sadness ice hockey cartoon imaginary friend elementary school family relationships memory family unicorn running away duringcreditsstinger emotions"
95000000,Romance|Fantasy|Family|Drama,150689,en,Cinderella,101.187052,2015-03-12,543514353,105.0,Cinderella,6.7,2374,Kenneth Branagh,Tim Lewis,Lily James,Cate Blanchett,Walt Disney Pictures,magic prince fairy tale kingdom royalty orphan lost shoe evil stepmother based on fairy tale retelling live action and animation live action remake
5000000,Drama|History,152532,en,Dallas Buyers Club,59.454473,2013-09-07,55198285,117.0,Dallas Buyers Club,7.9,2886,Jean-Marc Vallée,Rachel Winter,Matthew McConaughey,Jennifer Garner,Universal Studios,aids homophobia rodeo texas biography dallas texas based on true story hiv drugs lgbt treatment 1980s trans woman
16000000,Drama|Romance,152599,en,The Immigrant,13.832464,2013-07-03,5867686,117.0,The Immigrant,6.2,250,James Gray,Christopher Woodrow,Marion Cotillard,Jeremy Renner,Kingsgate Films,new york city sibling relationship corruption magic immigrant nightmare ship quarantine love murder money escape female protagonist doctor prostitution illness
23000000,Romance|Science Fiction|Drama,152601,en,Her,53.682367,2013-12-18,47351251,126.0,Her,7.9,4097,Spike Jonze,Megan Ellison,Joaquin Phoenix,Scarlett Johansson,Warner Bros.,"artificial intelligence future computer satire love loneliness transhumanism los angeles, california heartbreak singularity 2020s"
25000000,Comedy|Drama,152737,en,August: Osage County,20.561682,2013-12-26,74188937,121.0,August: Osage County,6.9,483,John Wells,Steve Traxler,Meryl Streep,Julia Roberts,Jean Doumanian Productions,suicide drug addiction oklahoma funeral dysfunctional family cancer based on play or musical midwest southern bleak comedy mental disorders mother daughter relationship pills
13500000,Drama|Romance|Crime|Mystery,152742,en,La migliore offerta,30.058263,2013-01-01,19255873,124.0,The Best Offer,7.7,704,Giuseppe Tornatore,Isabella Cocuzza,Geoffrey Rush,Jim Sturgess,Paco Cinematografica,painting auctioneer confidence game fine art honey pot
9000000,Action|Adventure|Drama,152747,en,All Is Lost,28.540614,2013-10-18,6108720,106.0,All Is Lost,6.6,671,J.C. Chandor,Teddy Schwarzman,Robert Redford,,Sudden Storm Productions,sea yacht alone struggle for survival sailor storm at sea unconsciousness life raft container emergency distress very little dialogue indian ocean
70000000,War|Drama|History|Action,152760,en,The Monuments Men,43.873266,2014-01-24,154984035,118.0,The Monuments Men,5.8,1523,George Clooney,Grant Heslov,Matt Damon,Cate Blanchett,Columbia Pictures,world war ii nazi art theft post world war ii
22000000,Animation|Adventure|Romance,153158,es,Metegol,14.866351,2013-07-18,24000000,106.0,Underdogs,6.0,122,Juan José Campanella,,Juan José Campanella,Diego Ramos,100 Bares,football (soccer)
0,TV Movie|Romance|Drama,153397,en,Restless,0.812776,2012-12-07,0,180.0,Restless,4.9,8,Edward Hall,,Hayley Atwell,Rufus Sewell,British Broadcasting Corporation (BBC),
73000000,Family|Animation,153518,en,The Angry Birds Movie,45.720894,2016-05-11,349779543,97.0,The Angry Birds Movie,5.9,1022,Clay Kaytis,John Cohen,Jason Sudeikis,Josh Gad,Columbia Pictures,island pig rivalry anthropomorphism based on video game duringcreditsstinger anger management animal kingdom bird
7000000,Comedy|Drama,153795,en,Straight A's,4.50829,2013-01-16,0,88.0,Straight A's,5.2,46,James Cox,René Besson,Anna Paquin,Ryan Phillippe,Nu Image Films,sibling relationship drug addiction sister-in-law
55000000,Thriller|Action|Crime,156022,en,The Equalizer,79.922059,2014-09-24,192330738,132.0,The Equalizer,7.1,2954,Antoine Fuqua,Alex Siskin,Denzel Washington,Marton Csokas,Columbia Pictures,corruption call girl assassin hostage fbi hitman gangster sadism vigilante remake sociopath revenge organized crime gore teenage prostitute commando interrogation surveillance fake death ex soldier loner black ops hand to hand combat mysterious past vigilante justice
0,Comedy,157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,1.737032,2013-01-14,0,80.0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28,Craig Moss,,Kathryn Fiore,Flip Schultz,Silver Nitrate Films,parody spoof horror spoof horror comedy horror parody
13,Horror,157185,en,Tin Can Man,0.332679,2007-01-01,0,84.0,Tin Can Man,2.0,1,Ivan Kavanagh,Ivan Kavanagh,,Michael Parle,Park Films,home invasion
0,Drama|Music,157293,hi,एबीसीडी,1.294967,2013-02-07,222000,160.0,ABCD (Any Body Can Dance),5.6,10,Remo D'Souza,Siddharth Roy Kapur,Prabhu Deva,Ganesh Acharya,UTV Motion Pictures,underdog dancing competition dance musical
165000000,Adventure|Drama|Science Fiction,157336,en,Interstellar,724.247784,2014-11-05,675120017,169.0,Interstellar,8.1,10867,Christopher Nolan,Lynda Obst,Matthew McConaughey,Jessica Chastain,Paramount Pictures,artificial intelligence nasa time warp spacecraft expedition future wormhole space travel famine black hole dystopia race against time quantum mechanics space rescue family relationships robot astronaut scientist single father farmer space station space adventure time paradox time-manipulation father daughter relationship 2060s cornfield time manipulation
85000000,Adventure|Action|Science Fiction,157350,en,Divergent,80.316463,2014-03-14,288747895,139.0,Divergent,6.9,4663,Neil Burger,Pouya Shahbazian,Shailene Woodley,Theo James,Summit Entertainment,based on novel or book future dystopia futuristic alternate reality individuality caste system based on young adult novel
100000000,Thriller|Science Fiction|Drama|Mystery,157353,en,Transcendence,58.991388,2014-04-16,103039258,119.0,Transcendence,5.9,2295,Wally Pfister,Scott Andrew Robertson,Johnny Depp,Paul Bettany,Alcon Entertainment,artificial intelligence technology nanotechnology computer virus super computer resurrection love mind control terrorism scientist extremist moral dilemma computer scientist mind transfer quantum computer mind uploading
0,Drama,157354,en,Fruitvale Station,20.967146,2013-07-25,17385830,85.0,Fruitvale Station,7.3,390,Ryan Coogler,Nina Yang Bongiovi,Michael B. Jordan,Octavia Spencer,Forest Whitaker's Significant Productions,"new year's eve police brutality oakland, california based on true story racism day in a life"
2500000,Comedy|Drama|Romance,157386,en,The Spectacular Now,25.722747,2013-08-02,6854611,95.0,The Spectacular Now,6.8,1048,James Ponsoldt,Tom McNulty,Miles Teller,Shailene Woodley,21 Laps Entertainment,based on novel or book alcoholism coming of age high school student based on young adult novel teenager
0,Horror,157422,en,The Wicked Within,1.906151,2015-10-16,0,91.0,The Wicked Within,4.2,26,Jay Alaimo,Gianni Capaldi,Sienna Guillory,Gianni Capaldi,After Dark Films,
13000000,Thriller|Horror,157544,en,The Vatican Tapes,10.475368,2015-07-24,1784763,91.0,The Vatican Tapes,4.6,243,Mark Neveldine,Chris Cowles,,Olivia Taylor Dudley,Lakeshore Entertainment,education exorcism anti-christ exorcist wicked priest young girls government personal
5000000,Horror,157547,en,Oculus,35.871248,2013-09-08,44030246,104.0,Oculus,6.3,1050,Mike Flanagan,Trevor Macy,Karen Gillan,Brenton Thwaites,Intrepid Pictures,husband wife relationship hallucination haunted house supernatural artifact family relationships skepticism ghost fear of mirrors mirror
33000000,Adventure|Drama|Family,157841,en,The Young and Prodigious T.S. Spivet,10.651202,2013-10-16,9494789,105.0,The Young and Prodigious T.S. Spivet,6.7,232,Jean-Pierre Jeunet,Gilles Legrand,Kyle Catlett,Helena Bonham Carter,Epithète Films,freight train stowaway child prodigy twin brother train boy genius riding the rail runaway child brother killing brother smithsonian cartographer perpetual motion machine
4000000,Drama,157847,en,Joe,22.987897,2014-04-11,2365467,118.0,Joe,6.5,338,David Gordon Green,Christopher Woodrow,Nicolas Cage,Tye Sheridan,Worldview Entertainment,child abuse prostitute based on novel or book brothel texas snake rain pedophilia tree bridge beer police wine fellatio truck woods murder dog fighting cigar smoking underage drinking facial scar alcoholic ex-con grocery store shot search for dog dirt road assaulting an officer gallon of water
15000000,Thriller,157849,en,A Most Wanted Man,26.708193,2014-07-25,31554855,121.0,A Most Wanted Man,6.5,541,Anton Corbijn,Simon Cornwell,Philip Seymour Hoffman,Rachel McAdams,Senator Film Produktion,"spy muslim based on novel or book intelligence immigrant espionage torture surveillance security hamburg, germany"
0,Drama|Thriller,157909,en,Show Me,0.231297,2004-09-23,0,97.0,Show Me,5.6,4,Cassandra Nicolaou,,,,Feature Film Project,kidnapping
13000000,Crime|Thriller,158011,en,The Call,34.532418,2013-03-14,68572378,94.0,The Call,6.6,1257,Brad Anderson,Robert Stein,Halle Berry,Abigail Breslin,TriStar Pictures,underground gas station kidnapping psychopath murder serial killer torture chamber incest overtones slasher multiple stabbings person on fire cell phone guilt psycho emergency services
3000000,Science Fiction|Horror|Thriller,158015,en,The Purge,54.403033,2013-05-31,89328627,86.0,The Purge,6.0,2428,James DeMonaco,Sebastien Lemercier,Lena Headey,Ethan Hawke,Universal Pictures,california dystopia barricade bloody fight home invasion blood lust rich vs poor constitutional convention legalized murder social allegory bloody bloody death bloody deaths 2020s family's house ethan hawke
4000000,Comedy|Romance|TV Movie,158150,en,How to Fall in Love,1.923514,2012-07-21,0,0.0,How to Fall in Love,5.2,20,Mark Griffiths,,Brooke D'Orsay,Eric Mabius,Annuit Coeptis Entertainment Inc.,
650,Horror|Fantasy,158752,en,Escape from Tomorrow,1.352222,2013-10-11,0,90.0,Escape from Tomorrow,4.8,87,Randy Moore,Soojin Chung,Roy Abramsohn,Elena Schuber,Mankurt Media,
190000000,Adventure|Family|Mystery|Science Fiction,158852,en,Tomorrowland,130.311355,2015-05-19,209154322,130.0,Tomorrowland,6.2,2846,Brad Bird,Damon Lindelof,Britt Robertson,George Clooney,Walt Disney Pictures,inventor apocalypse destiny dreamer futuristic car futuristic city
0,Drama,158895,en,This Is Martin Bonner,0.76368,2013-06-28,0,83.0,This Is Martin Bonner,6.6,4,Chad Hartigan,Cherie Saulter,Paul Eenhoorn,Richmond Arquette,,
1000000,Documentary|Music,159014,en,20 Feet from Stardom,5.247956,2013-06-14,0,89.0,20 Feet from Stardom,7.4,85,Morgan Neville,,Bette Midler,Mick Jagger,Tremolo Productions,
0,Documentary|Drama|History,159037,ar,The Square,4.892203,2013-06-07,0,88.0,The Square,7.8,55,Jehane Noujaim,Maxyne Franklin,Khalid Abdalla,Dina Abdullah,Roast Beef Productions,police state egypt revolution woman director arab spring repression egyptian revolution
0,Drama,159770,en,The Dirties,0.833937,2013-10-04,0,83.0,The Dirties,6.0,42,Matt Johnson,,Matt Johnson,Owen Williams,XYZ Films,male friendship high school revenge crush bully rebellion mockumentary best friend hatred school shooting solitude estrangement school project corridor
80000000,Animation|Comedy|Family,159824,en,Hotel Transylvania 2,61.692197,2015-09-21,473226958,89.0,Hotel Transylvania 2,6.7,1497,Genndy Tartakovsky,Robert Smigel,Adam Sandler,Andy Samberg,Columbia Pictures,transylvania hotel witch technology magic mummy skeleton only child backpacker marriage wolfman zombie moving out invisible person new life dracula
18000000,Comedy|Drama,160588,en,Blue Jasmine,34.694216,2013-07-25,99206215,98.0,Blue Jasmine,7.0,1098,Woody Allen,Edward Walson,Cate Blanchett,Alec Baldwin,Perdido Productions,"new york city sibling relationship san francisco, california husband wife relationship wealth working class narcissism anxiety disorder riches to rags"
0,Romance|Drama,161795,en,Déjà Vu,0.605645,1998-04-22,0,117.0,Déjà Vu,8.0,1,Henry Jaglom,,Stephen Dillane,Victoria Foyt,"Rainbow Film Company, The",love american pin stranger ruby
0,,162396,en,The Big Swap,0.627763,1998-06-11,0,0.0,The Big Swap,0.0,0,Niall Johnson,,,Mark Adams,,swinging swinger swapping couple
28000000,Drama|Thriller,162903,en,The Fifth Estate,20.267062,2013-10-11,8555008,128.0,The Fifth Estate,5.7,364,Bill Condon,Michael Sugar,Benedict Cumberbatch,Daniel Brühl,DreamWorks SKG,journalist biography internet information leak activist
7000000,Animation|Fantasy,164372,ru,Снежная королева,5.33861,2012-10-11,12400000,76.0,The Snow Queen,5.1,47,Maksim Sveshnikov,,Ivan Okhlobystin,Dmitriy Nagiev,Bazelevs Production,
22000000,Thriller|Drama|Crime,164457,en,Out of the Furnace,29.230298,2013-12-06,15400000,116.0,Out of the Furnace,6.5,720,Scott Cooper,Jennifer Killoran,Christian Bale,Zoe Saldana,Appian Way,prison sibling relationship bare knuckle boxing post-traumatic stress disorder drug dealer brother psychopath revenge drug use car accident justice family rust belt neo-noir manslaughter social decay
10000000,Documentary|Music,164558,en,One Direction: This Is Us,7.944457,2013-08-28,0,92.0,One Direction: This Is Us,8.0,201,Morgan Spurlock,Ben Winston,Harry Styles,Niall Horan,Columbia Pictures,
4500000,Horror|Comedy,165864,en,Hansel and Gretel Get Baked,2.503612,2013-02-19,0,86.0,Hansel and Gretel Get Baked,4.8,67,Duane Journey,,Molly C. Quinn,Michael Welch,Tribeca Productions,witch marijuana cannibal succubus power company
120000000,Action|Adventure|Science Fiction,166424,en,Fantastic Four,38.126095,2015-08-05,167977596,100.0,Fantastic Four,4.4,2278,Josh Trank,Hutch Parker,Miles Teller,Kate Mara,Twentieth Century Fox Film Corporation,teleportation transformation telekinesis portal superhero based on comic superhero team fantastic four invisible person
4700000,Drama|Comedy,166624,en,Treading Water,0.217538,2013-09-13,0,92.0,Treading Water,5.6,6,Analeine Cal y Mayor,,Douglas Smith,Zoë Kravitz,Rhombus Media,fish parenting first love troubled childhood child psychologist woman director synchronized swimming parental advisor
11000000,Drama|Romance,167073,en,Brooklyn,39.337949,2015-10-20,62076141,111.0,Brooklyn,7.2,1213,John Crowley,Finola Dwyer,Saoirse Ronan,Domhnall Gleeson,Wildgaze Films,"love triangle based on novel or book homesickness ship community marriage working class boarding house suburb ireland brooklyn, new york city journey irish immigrant 1950s"
0,Comedy,168027,en,Freaky Deaky,4.448353,2012-04-22,0,90.0,Freaky Deaky,4.9,18,Charles Matthau,Charles Matthau,Christian Slater,Michael Jai White,Final Cut Productions,bomb squad ex-fugitive freaky
190000000,Action,168259,en,Furious 7,102.322217,2015-04-01,1506249360,137.0,Furious 7,7.3,4176,James Wan,Brandon Birtell,Vin Diesel,Paul Walker,Universal Pictures,car race speed street race revenge race muscle car
25000000,Action|Comedy,168530,en,Ride Along,28.468,2014-01-07,153997819,99.0,Ride Along,6.1,853,Tim Story,Matt Alvarez,Ice Cube,Kevin Hart,Universal Pictures,police operation family relationships police officer duringcreditsstinger
40000000,Drama|Crime,168672,en,American Hustle,49.664128,2013-12-12,251171807,138.0,American Hustle,6.8,2807,David O. Russell,Megan Ellison,Christian Bale,Bradley Cooper,Columbia Pictures,new jersey 1970s fbi mayor con artist scam mobster hair century
25000000,Action|Adventure|Fantasy|Horror,168705,en,BloodRayne,7.008216,2005-10-22,2405420,95.0,BloodRayne,3.5,118,Uwe Boll,,Kristanna Loken,Ben Kingsley,Boll KG,fight secret society vampire village vampire hunter (slayer) hybrid sword fight revenge based on video game 18th century medieval dark fantasy romania vampirism warrior action hero supernatural power good versus evil
28000000,Crime|Drama|Mystery|Thriller,169917,en,A Walk Among the Tombstones,61.309619,2014-09-18,53181600,113.0,A Walk Among the Tombstones,6.2,1131,Scott Frank,Tobin Armbrust,Liam Neeson,Dan Stevens,Double Feature Films,new york city based on novel or book murder mafia private investigator drugs alcoholic kingpin wife murder 1990s
0,Comedy|Family,170480,en,The Deported,0.194848,2010-06-15,0,90.0,The Deported,0.0,0,Lance Kawas,,Nicholas Turturro,Talia Shire,,
60000000,Animation|Comedy|Family|Fantasy,170687,en,The Boxtrolls,30.656345,2014-09-10,108255770,97.0,The Boxtrolls,6.6,668,Graham Annable,David Bleiman Ichioka,Ben Kingsley,Isaac Hempstead-Wright,Laika Entertainment,based on novel or book parent child relationship stop motion unlikely friendship duringcreditsstinger
20000000,Comedy|Romance|Crime|Drama|Mystery,171274,en,Inherent Vice,45.742217,2014-12-25,11110975,148.0,Inherent Vice,6.5,833,Paul Thomas Anderson,JoAnne Sellar,Joaquin Phoenix,Josh Brolin,Ghoulardi Film Company,"california detective based on novel or book 1970s boat ex-girlfriend surreal lawyer disappearance private investigator pot smoking hippie lifestyle los angeles, california drugs loan shark neo-noir 1960s heroin cartel"
5000000,Action|Adventure|Horror|Thriller,171424,en,The Green Inferno,17.845161,2014-09-04,6833445,100.0,The Green Inferno,5.0,349,Eli Roth,Christopher Woodrow,Lorenza Izzo,Ariel Levy,Worldview Entertainment,amazon rainforest chile jungle cannibal south america
0,Adventure|Family,171759,en,The Lost Medallion: The Adventures of Billy Stone,2.952932,2013-03-01,0,97.0,The Lost Medallion: The Adventures of Billy Stone,5.6,13,Bill Muir,,William Brent,Sammi Hanratty,Kaos Entertainment,
103000000,Animation|Adventure|Comedy|Family,172385,en,Rio 2,42.40024,2014-03-19,500188435,102.0,Rio 2,6.3,978,Carlos Saldanha,Bruce Anderson,Jesse Eisenberg,Anne Hathaway,Blue Sky Studios,amazon rainforest sequel travel jungle audition parrots personification
20000000,Animation|Adventure|Family,172391,en,Khumba,6.459787,2013-07-18,27187375,85.0,Khumba,5.8,72,Anthony Silverston,,Jake T. Austin,Liam Neeson,Triggerfish Animation,africa self-discovery zebra wild animal anthropomorphism animal khumba
0,Romance|Drama,172533,en,Drinking Buddies,17.378455,2013-08-23,343341,90.0,Drinking Buddies,6.0,356,Joe Swanberg,Sam Slater,Olivia Wilde,Jake Johnson,Burn Later Productions,co-workers relationship relationship mumblecore
250,Romance|Comedy|Music,173224,en,Along the Roadside,0.166655,2013-02-28,0,118.0,Along the Roadside,7.7,3,Zoran Lisinac,,Michael Madsen,Iman Crosson,Metakwon Filmworks,road movie
