budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name
0,Comedy,43653,en,The Living Wake,0.383442,2007-01-01,0,91.0,The Living Wake,5.0,1,Sol Tryon,,Jesse Eisenberg,Mike O'Connell,
0,Drama|Mystery|Thriller,43743,en,Fabled,0.003352,2002-01-01,0,84.0,Fabled,0.0,0,,,,,
2000000,Drama|Music|Romance,43839,en,Alexander's Ragtime Band,0.483974,1938-05-24,4000000,106.0,Alexander's Ragtime Band,4.8,6,Henry King,,Tyrone Power,Alice Faye,Twentieth Century Fox Film Corporation
0,Adventure|Drama|Romance,43867,en,The Prisoner of Zenda,4.021389,1937-09-03,0,101.0,The Prisoner of Zenda,8.4,11,W.S. Van Dyke,,Ronald Colman,Madeleine Carroll,United Artists
1200000,Action|Adventure|Drama|War,43884,en,The Charge of the Light Brigade,2.968235,1936-10-20,2736000,115.0,The Charge of the Light Brigade,6.8,18,Michael Curtiz,,Errol Flynn,Olivia de Havilland,Warner Bros.
8000000,Comedy|Drama,43923,en,It's Kind of a Funny Story,13.143045,2010-07-06,6491240,101.0,It's Kind of a Funny Story,6.9,672,Anna Boden,Ben Browning,Keir Gilchrist,Emma Roberts,Focus Features
25000000,Drama|Horror|Mystery|Thriller,43931,en,My Soul to Take,7.001176,2010-10-08,19829957,107.0,My Soul to Take,5.2,147,Wes Craven,Iya Labunka,Max Thieriot,John Magaro,Relativity Media
500000,Drama|Thriller|Science Fiction,43933,en,Monsters,26.406001,2010-06-18,4242978,94.0,Monsters,6.2,587,Gareth Edwards,Allan Niblo,Whitney Able,Scoot McNairy,Vertigo Entertainment
20000000,Action|Comedy|Horror|Mystery|Science Fiction|Thriller,43935,en,Dylan Dog: Dead of Night,10.617236,2011-03-16,4634062,107.0,Dylan Dog: Dead of Night,4.5,139,Kevin Munroe,,Brandon Routh,Peter Stormare,Hyde Park Films
3000000,Documentary,43942,en,Freakonomics,1.781462,2010-10-01,103735,93.0,Freakonomics,6.6,36,Eugene Jarecki,Hilary Carr,Zoe Sloane,Jade Viggiano,Chad Troutwine Films
2000000,Thriller|Crime|Horror,43947,en,I Spit on Your Grave,26.281839,2010-06-17,572809,108.0,I Spit on Your Grave,6.3,519,Steven R. Monroe,Paul Hertzberg,Sarah Butler,Daniel Franzese,Anchor Bay Films
14000000,Romance|Drama,43949,en,Flipped,24.210698,2010-08-06,1755212,89.0,Flipped,7.4,418,Rob Reiner,Alan Greisman,Madeline Carroll,Callan McAuliffe,Reiner / Greisman Productions
18000000,Action|Drama,43959,en,Soul Surfer,19.234672,2011-04-08,47088990,106.0,Soul Surfer,6.9,342,Sean McNamara,,AnnaSophia Robb,Helen Hunt,Mandalay Pictures
8000000,Comedy|Drama,44009,en,Another Year,7.235794,2010-11-05,18124262,129.0,Another Year,7.0,97,Mike Leigh,Georgina Lowe,Jim Broadbent,Lesley Manville,Film4
10000000,Horror|Mystery|Thriller,44040,en,Devil,30.934688,2010-01-13,33583175,80.0,Devil,5.8,816,John Erick Dowdle,Ashwin Rajan,Chris Messina,Jacob Vargas,Universal Pictures
100000000,Action|Thriller,44048,en,Unstoppable,37.698465,2010-11-04,167805466,98.0,Unstoppable,6.3,1165,Tony Scott,Alex Young,Denzel Washington,Chris Pine,Twentieth Century Fox Film Corporation
12000000,History|Action,44092,zh,剑雨,4.930129,2010-09-01,0,117.0,Reign of Assassins,6.7,57,Chao-Bin Su,Shaoye Shi,Michelle Yeoh,Jung Woo-sung,Lion Rock Productions
22000000,Drama,44113,en,Stone,12.445176,2010-10-07,9479718,105.0,Stone,5.2,192,John Curran,,Frances Conroy,Robert De Niro,Stone Productions
18000000,Adventure|Drama|Thriller,44115,en,127 Hours,52.464877,2010-11-05,35692920,94.0,127 Hours,7.0,2606,Danny Boyle,Gareth Smith,James Franco,Kate Mara,Fox Searchlight Pictures
8000000,Action|Comedy,44147,en,Wild Target,10.791954,2010-06-17,3453043,98.0,Wild Target,6.4,215,Jonathan Lynn,,Bill Nighy,Emily Blunt,Matador Pictures
13000000,Drama|Thriller,44214,en,Black Swan,91.285683,2010-12-02,327803731,108.0,Black Swan,7.3,4430,Darren Aronofsky,Rose Garnett,Natalie Portman,Mila Kunis,Fox Searchlight Pictures
0,Documentary,44260,en,Lake of Fire,0.475748,2006-09-09,25,152.0,Lake of Fire,8.0,10,Tony Kaye,,Noam Chomsky,Bill Baird,
38000000,Drama|Adventure|Western,44264,en,True Grit,49.292384,2010-12-22,252276927,110.0,True Grit,7.2,1668,Ethan Coen,Scott Rudin,Jeff Bridges,Matt Damon,Paramount Pictures
1400000,Drama|Foreign,44413,es,La niña santa,0.684881,2004-05-06,0,106.0,The Holy Girl,6.8,10,Lucrecia Martel,,María Alché,Mercedes Morán,R&C Produzioni
0,Comedy|Drama,44490,en,Chuck & Buck,0.812855,2000-01-21,0,96.0,Chuck & Buck,5.7,16,Miguel Arteta,,Mike White,Chris Weitz,
0,Comedy|Drama|Thriller,44555,zh,三枪拍案惊奇,1.416796,2009-12-11,0,95.0,"A Woman, a Gun and a Noodle Shop",4.8,13,Zhang Yimou,,Sun Honglei,Xiao Shen Yang,Beijing New Picture Film Co. Ltd.
0,Comedy,44562,en,Ed and His Dead Mother,0.023436,1993-06-04,0,93.0,Ed and His Dead Mother,5.5,12,Jonathan Wacks,,Eric Christmas,Harper Roisman,
70000000,Comedy|Drama,44564,en,The Dilemma,14.780634,2011-01-13,67112664,111.0,The Dilemma,5.2,304,Ron Howard,Ron Howard,,Kevin James,Imagine Entertainment
0,Comedy|Drama|Romance,44594,en,Barry Munday,1.975941,2010-03-13,0,95.0,Barry Munday,6.3,22,Chris D'Arienzo,Casey Engelhardt,Patrick Wilson,Malcolm McDowell,Prospect Pictures
50000000,Drama|Fantasy,44603,en,Hereafter,13.365715,2010-10-15,105197635,129.0,Hereafter,5.8,510,Clint Eastwood,,Matt Damon,Bryce Dallas Howard,Amblin Entertainment
3000000,Drama,44634,en,Woman Thou Art Loosed,0.019984,2004-09-30,6804016,94.0,Woman Thou Art Loosed,5.0,3,Michael Schultz,,Kimberly Elise,Loretta Devine,
20000000,Drama|Fantasy,44638,en,The Tempest,3.620537,2010-12-10,346594,110.0,The Tempest,6.0,31,Julie Taymor,Jason K. Lau,Helen Mirren,Felicity Jones,Miramax Films
2000000,Documentary,44639,en,Inside Job,16.930914,2010-10-08,7871522,109.0,Inside Job,7.7,286,Charles Ferguson,Anna Moot-Levin,Matt Damon,William Ackman,Sony Pictures Classics
7500000,Comedy|Drama|Mystery,44718,en,Get Low,6.557643,2010-01-22,0,103.0,Get Low,6.5,100,Aaron Schneider,,Bill Murray,Sissy Spacek,K5 International
14000000,Drama,44754,en,Margaret,4.898424,2011-09-30,46495,149.0,Margaret,6.1,86,Kenneth Lonergan,Gary Gilbert,Anna Paquin,Matt Damon,Fox Searchlight Pictures
0,Drama|Romance,44770,en,The Exploding Girl,0.611081,2009-04-22,0,80.0,The Exploding Girl,6.4,15,Bradley Rust Gray,So Yong Kim,Zoe Kazan,Mark Rendall,
170000000,Adventure|Drama|Family,44826,en,Hugo,32.319043,2011-11-22,185770160,126.0,Hugo,7.0,2141,Martin Scorsese,Tim Headington,Ben Kingsley,Sacha Baron Cohen,Paramount Pictures
209000000,Thriller|Action|Adventure|Science Fiction,44833,en,Battleship,64.928382,2012-04-11,303025485,131.0,Battleship,5.5,2114,Peter Berg,Bennett Schneir,Taylor Kitsch,Alexander Skarsgård,Universal Pictures
7000000,Drama,44835,en,Hesher,13.635828,2010-01-22,382946,106.0,Hesher,6.7,212,Spencer Susser,Johnny Lin,Joseph Gordon-Levitt,Natalie Portman,DRO Entertainment
0,Drama|Romance|Western,44853,en,The Claim,2.996284,2000-12-29,0,120.0,The Claim,5.6,17,Michael Winterbottom,Andrew Eaton,Peter Mullan,Milla Jovovich,Revolution Films
0,Drama|Comedy|Romance,44857,en,Molly,2.636193,1999-10-22,0,102.0,Molly,5.5,14,John Duigan,William J. MacDonald,Elisabeth Shue,Aaron Eckhart,Metro-Goldwyn-Mayer (MGM)
3860000,Action|Drama|History,44865,zh,一代宗師,19.947265,2013-01-08,64076736,130.0,The Grandmaster,6.3,273,Wong Kar-wai,Jacky Pang Yee Wah,Tony Leung Chiu-Wai,Zhang Ziyi,The Weinstein Company
135000000,Animation|Comedy|Family|Western|Adventure,44896,en,Rango,29.91353,2011-03-02,245724603,107.0,Rango,6.6,2051,Gore Verbinski,John B. Carls,Johnny Depp,Isla Fisher,Paramount Pictures
200000000,Adventure|Action|Thriller|Science Fiction,44912,en,Green Lantern,51.872839,2011-06-16,219851172,114.0,Green Lantern,5.1,2487,Martin Campbell,Geoff Johns,Ryan Reynolds,Blake Lively,De Line Pictures
70000000,Action|Science Fiction,44943,en,Battle: Los Angeles,49.199234,2011-03-08,202466756,116.0,Battle: Los Angeles,5.5,1448,Jonathan Liebesman,Ori Marmur,Aaron Eckhart,Ramón Rodríguez,Columbia Pictures
0,Drama,44944,en,For Colored Girls,1.934524,2010-11-05,37000000,134.0,For Colored Girls,7.0,22,Tyler Perry,Paul Hall,Kimberly Elise,Janet Jackson,Lions Gate Films
9500000,Crime|Drama|Thriller,44945,en,Trust,21.230737,2010-09-10,120000,104.0,Trust,6.6,307,David Schwimmer,Dana Golomb,Clive Owen,Catherine Keener,Nu Image Films
0,Comedy|Romance,44990,en,Breaking Upwards,0.67457,2009-03-14,0,88.0,Breaking Upwards,5.6,12,Daryl Wein,,Zoe Lister-Jones,Daryl Wein,
0,Drama,45054,en,There Be Dragons,6.668679,2011-03-25,0,112.0,There Be Dragons,5.9,27,Roland Joffé,,Charlie Cox,Dougray Scott,
2500000,Comedy|Action|Drama,45132,en,Super,12.204569,2010-09-09,324138,96.0,Super,6.6,441,James Gunn,Iris Ichishita,Rainn Wilson,Ellen Page,This Is That Productions
0,Drama|Action|Thriller|Crime|Foreign,45138,it,Gli intoccabili,0.700127,1969-04-01,0,116.0,Machine Gun McCain,7.3,6,Giuliano Montaldo,Marco Vicario,John Cassavetes,Britt Ekland,Euro International Film (EIA)
500000,Comedy|Romance,45145,en,Johnny Suede,1.354816,1991-08-18,0,97.0,Johnny Suede,4.7,13,Tom DiCillo,Yoram Mandel,Brad Pitt,Calvin Levels,Vega Film
0,Drama,45153,en,Eve's Bayou,1.126941,1997-09-07,0,109.0,Eve's Bayou,6.1,27,Kasi Lemmons,Caldecot Chubb,Jurnee Smollett,Meagan Good,
0,Adventure|Crime|Thriller,45226,en,The Pursuit of D.B. Cooper,1.379643,1981-11-13,0,100.0,The Pursuit of D.B. Cooper,6.8,4,Roger Spottiswoode,Michael Taylor,Robert Duvall,Treat Williams,
80000000,Comedy,45243,en,The Hangover Part II,58.040149,2011-05-25,254455986,102.0,The Hangover Part II,6.2,3739,Todd Phillips,Steve Bing,Bradley Cooper,Ed Helms,Legendary Pictures
15000000,Drama|History,45269,en,The King's Speech,54.053576,2010-09-06,414211549,118.0,The King's Speech,7.6,2752,Tom Hooper,Gareth Unwin,,Colin Firth,The Weinstein Company
15000000,Drama|Romance,45272,en,Country Strong,7.809701,2010-12-22,20529194,117.0,Country Strong,5.9,80,Shana Feste,Meredith Zamsky,Gwyneth Paltrow,Garrett Hedlund,Maguire Entertainment
25000000,Drama,45317,en,The Fighter,31.019381,2010-12-17,93617009,116.0,The Fighter,7.2,1486,David O. Russell,Paul Tamasy,Mark Wahlberg,Christian Bale,Paramount Pictures
12500000,Crime|Comedy|Drama,45324,en,Casino Jack,6.546037,2010-09-16,1083683,108.0,Casino Jack,6.0,94,George Hickenlooper,,Kevin Spacey,Kelly Preston,An Olive Branch Productions
0,Action|Comedy,45380,zh,疯狂的石头,1.68502,2006-01-01,0,98.0,Crazy Stone,6.9,22,Ning Hao,Bao Shihong,Guo Tao,,
30000000,Action|Thriller|Crime,45610,en,Machine Gun Preacher,13.268936,2011-09-23,2527904,129.0,Machine Gun Preacher,6.4,286,Marc Forster,Jillian Kugler,Gerard Butler,Michelle Monaghan,Mpower Pictures
32000000,Thriller|Science Fiction|Mystery,45612,en,Source Code,59.19888,2011-03-30,147332697,93.0,Source Code,7.1,2699,Duncan Jones,Jordan Wynn,Jake Gyllenhaal,Michelle Monaghan,The Mark Gordon Company
500000,Comedy|Drama|Fantasy|Horror|Mystery,45649,en,Rubber,9.108949,2010-07-09,98017,85.0,Rubber,5.7,251,Quentin Dupieux,Julien Berlan,Thomas F. Duffy,David Bowe,Canal+
0,Thriller|Adventure|Fantasy,45650,en,The Hole,9.983004,2009-09-09,0,92.0,The Hole,5.6,244,Joe Dante,Michel Litvak,Chris Massoglia,Haley Bennett,Bold Films
5000000,Comedy|Drama|Romance,45658,en,Everything Must Go,9.169411,2010-10-15,2614773,97.0,Everything Must Go,6.0,208,Dan Rush,,Rebecca Hall,Will Ferrell,Birdsong Pictures
0,Comedy|Drama|Family|Science Fiction,45767,en,Time Changer,0.339757,2002-10-25,0,95.0,Time Changer,5.2,9,Rich Christiano,,D. David Morin,Gavin MacLeod,Christiano Film Group
0,Drama,45791,en,And When Did You Last See Your Father?,1.939054,2007-10-05,92,92.0,When Did You Last See Your Father?,6.9,13,Anand Tucker,,Jim Broadbent,Colin Firth,Intandem Films
0,Romance|Drama,45881,en,The Bridge of San Luis Rey,0.515677,2004-01-01,0,120.0,The Bridge of San Luis Rey,5.4,15,Mary McGuckian,,Gabriel Byrne,F. Murray Abraham,
0,Drama,45958,es,Biutiful,13.930763,2010-10-20,25147786,148.0,Biutiful,7.0,291,Alejandro González Iñárritu,Sandra Hermida,Javier Bardem,Maricel Álvarez,Ikiru Films
7200000,Comedy|Drama|History,46138,en,Made in Dagenham,6.138802,2010-09-11,0,113.0,Made in Dagenham,6.6,94,Nigel Cole,Elizabeth Karlsen,Sally Hawkins,Bob Hoskins,BBC Films
3500000,Fantasy|Horror,46146,nb,Trolljegeren,12.982319,2010-10-29,4159678,103.0,Troll Hunter,6.7,583,André Øvredal,Sveinung Golimo,Otto Jespersen,Hans Morten Hansen,Filmkameratene A/S
90000000,Animation|Adventure|Comedy|Family,46195,en,Rio,46.200042,2011-04-03,484635760,96.0,Rio,6.5,2166,Carlos Saldanha,Bruce Anderson,Jesse Eisenberg,Anne Hathaway,Blue Sky Studios
0,Drama,46252,en,Rust,0.399491,2010-10-07,0,94.0,Rust,0.0,0,Corbin Bernsen,,Corbin Bernsen,Frank Gallacher,
15000000,Adventure|Animation|Comedy|Family,46256,en,The Lion of Judah,0.165909,2011-06-03,0,87.0,The Lion of Judah,5.8,2,Deryck Broom,,Georgina Cordova,Ernest Borgnine,Sunrise Productions
25000000,Fantasy|Horror|Thriller,46261,en,Don't Be Afraid of the Dark,14.562197,2010-11-06,36993168,99.0,Don't Be Afraid of the Dark,5.4,341,Troy Nixey,Nick Nunziata,Katie Holmes,Guy Pearce,Miramax Films
4000000,Drama|History,46332,fr,Des hommes et des dieux,4.992475,2010-05-18,41424067,120.0,Of Gods and Men,6.5,91,Xavier Beauvois,Etienne Comar,Lambert Wilson,Michael Lonsdale,Why Not Productions
0,Comedy|Romance,46415,en,Neal 'n' Nikki,0.285131,2005-12-09,0,122.0,Neal 'n' Nikki,2.3,4,Arjun Sablok,,Uday Chopra,Tanisha Mukherjee,Yash Raj Films
0,Horror,46420,en,The Loved Ones,4.989985,2009-09-13,0,84.0,The Loved Ones,6.6,207,Sean Byrne,Mark Lazarus,Xavier Samuel,Jessica McNamee,Omnilab Media
0,Comedy|Drama|Music,46435,en,Topsy-Turvy,8.628519,1999-09-03,0,160.0,Topsy-Turvy,6.7,41,Mike Leigh,Simon Channing Williams,Allan Corduner,Jim Broadbent,Newmarket Capital Group
0,Drama|Mystery|Thriller|Crime|Romance,46503,en,All Good Things,20.086645,2010-12-03,0,101.0,All Good Things,5.9,286,Andrew Jarecki,,Kirsten Dunst,Ryan Gosling,The Weinstein Company
42000000,Adventure|Fantasy|Action|Western|Thriller,46528,en,The Warrior's Way,7.349497,2010-12-02,11087569,100.0,The Warrior's Way,6.3,136,Sngmoo Lee,Eunjung Yoo,Kate Bosworth,Jang Dong-gun,Boram Entertainment Inc.
50000000,Action|Thriller|Science Fiction|Adventure,46529,en,I Am Number Four,43.450266,2011-02-18,144492830,109.0,I Am Number Four,5.9,1567,D.J. Caruso,Emily Berger,Alex Pettyfer,Timothy Olyphant,DreamWorks SKG
3500000,Drama|Romance,46705,en,Blue Valentine,26.881611,2010-12-27,16566240,112.0,Blue Valentine,6.9,890,Derek Cianfrance,Carrie Fix,Ryan Gosling,Michelle Williams,Hunting Lane Films
1000000,Romance|Drama|Crime,46727,en,Speedway Junky,0.340019,1999-02-11,0,104.0,Speedway Junky,5.2,7,Nickolas Perry,Rodney Omanoff,Jesse Bradford,Jordan Brower,Golan-Globus Productions
1,Comedy|Drama|Fantasy|Romance|Science Fiction,46729,en,Fetching Cody,0.077876,2005-10-01,0,87.0,Fetching Cody,6.8,6,David Ray,,Jay Baruchel,Sarah Lind,Cheap and Dirty Productions Inc.
6800000,Drama|War|Mystery,46738,fr,Incendies,21.285206,2010-09-04,7103838,130.0,Incendies,7.9,479,Denis Villeneuve,Kim McCraw,Lubna Azabal,Mélissa Désormeaux-Poulin,TS Productions
30000000,Comedy|Drama,46829,en,Barney's Version,4.952735,2010-10-26,8454301,134.0,Barney's Version,7.2,129,Richard J. Lewis,Robert Lantos,Paul Giamatti,Dustin Hoffman,Serendipity Point Films
5000000,Comedy|Horror,46838,en,Tucker and Dale vs Evil,19.940245,2010-01-22,5476793,89.0,Tucker and Dale vs Evil,7.3,847,Eli Craig,Rosanne Milliken,Alan Tudyk,Tyler Labine,Eden Rock Media
2500000,Drama,46849,en,Eye of the Dolphin,0.301884,2007-08-24,71904,100.0,Eye of the Dolphin,7.1,7,Michael D. Sellers,,Carly Schroeder,Adrian Dunbar,Gold/Miller Productions
12000000,Comedy|Drama|Romance,46889,en,Living Out Loud,0.700792,1998-10-30,12902790,100.0,Living Out Loud,5.3,11,Richard LaGravenese,Stacey Sher,Holly Hunter,Danny DeVito,New Line Cinema
1000000,Drama,46989,en,Blue Car,0.672695,2002-01-11,464000,92.0,Blue Car,6.7,13,Karen Moncrieff,,Margaret Colin,Agnes Bruckner,
7000000,Comedy,47088,en,The Extra Man,2.26778,2010-08-01,453079,108.0,The Extra Man,5.9,29,Robert Pulcini,Stephanie Davis,Kevin Kline,Paul Dano,Wild Bunch
50000000,Fantasy|Thriller|Action|Crime,47327,en,Drive Angry,30.387148,2011-02-24,28931401,105.0,Drive Angry,5.3,600,Patrick Lussier,René Besson,Nicolas Cage,Amber Heard,Summit Entertainment
0,Drama|Romance|Foreign,47452,en,Love and Death on Long Island,0.933891,1997-01-01,0,93.0,Love and Death on Long Island,6.9,11,Richard Kwietniowski,,John Hurt,Jason Priestley,Arts Council of England
13000000,Comedy|Crime|Drama,47502,en,Faithful,1.647335,1996-04-03,9789900,91.0,Faithful,4.8,4,Paul Mazursky,Robert De Niro,Cher,Chazz Palminteri,New Line Cinema
0,Action|Adventure|Drama,47534,en,Fighting Tommy Riley,0.045429,2005-05-06,0,0.0,Fighting Tommy Riley,5.3,4,Eddie O'Flaherty,,J.P. Davis,Eddie Jones,
0,Documentary,47546,en,I Want Your Money,0.084344,2010-07-06,0,92.0,I Want Your Money,3.8,5,,,,,
65000,Romance|Comedy|Drama,47607,en,Tiny Furniture,2.380332,2010-11-12,416498,99.0,Tiny Furniture,5.6,59,Lena Dunham,Alice Wang,Lena Dunham,Laurie Simmons,Tiny Ponies
0,Comedy,47686,en,Dream with the Fishes,0.948316,1997-01-01,0,97.0,Dream with the Fishes,7.7,10,,,David Arquette,Brad Hunt,
0,Drama,47692,en,Felicia's Journey,0.470645,1999-11-24,0,116.0,Felicia's Journey,6.6,23,Atom Egoyan,,Bob Hoskins,Elaine Cassidy,Alliance Atlantis Communications
6000000,Action|Comedy|Romance,47816,en,3 Strikes,1.433692,2000-03-01,9000000,82.0,3 Strikes,5.9,15,DJ Pooh,,Brian Hooks,N'Bushe Wright,
800000,Drama|Romance,47889,en,Ruby in Paradise,0.59424,1993-10-08,1001437,114.0,Ruby in Paradise,5.6,10,Victor Nunez,,Ashley Judd,Todd Field,Ruby in Paradise
14000000,Adventure|Mystery|Thriller,47890,en,Sphinx,0.310513,1981-02-11,439564,118.0,Sphinx,6.0,2,Franklin J. Schaffner,Stanley O'Toole,Lesley-Anne Down,Frank Langella,Orion Pictures
165000000,Action|Adventure|Science Fiction,47933,en,Independence Day: Resurgence,48.775723,2016-06-22,389681935,120.0,Independence Day: Resurgence,4.9,2491,Roland Emmerich,Dean Devlin,Liam Hemsworth,Jeff Goldblum,Twentieth Century Fox Film Corporation
20000000,Comedy,47941,en,Under the Rainbow,0.173964,1981-07-31,2297493,98.0,Under the Rainbow,4.9,7,Steve Rash,,Chevy Chase,Carrie Fisher,
92000000,Action|Thriller,47964,en,A Good Day to Die Hard,65.402595,2013-02-06,304654182,98.0,A Good Day to Die Hard,5.2,3493,John Moore,Alex Young,Bruce Willis,Jai Courtney,Ingenious Media
25000000,Comedy|Drama,48034,fr,Les petits mouchoirs,15.279021,2010-10-20,48531470,154.0,Little White Lies,7.1,380,Guillaume Canet,Alain Attal,François Cluzet,Marion Cotillard,M6 Films
0,Drama,48035,da,Ordet,3.225189,1955-01-09,0,126.0,Ordet,7.8,65,Carl Theodor Dreyer,Erik Nielsen,,,Palladium Film
30000000,Action|Mystery|Thriller,48138,en,Unknown,38.643914,2011-02-16,130786397,113.0,Unknown,6.5,1265,Jaume Collet-Serra,Andrew Rona,Liam Neeson,Diane Kruger,Studio Babelsberg
37000000,Drama|Thriller|Horror,48171,en,The Rite,11.492474,2011-01-28,96047633,114.0,The Rite,5.8,556,Mikael Håfström,Tripp Vinson,Anthony Hopkins,Colin O'Donoghue,New Line Cinema
0,Romance|Drama,48217,en,La veuve de Saint-Pierre,1.780065,2000-01-01,0,112.0,The Widow of Saint-Pierre,6.7,11,Patrice Leconte,,Daniel Auteuil,Emir Kusturica,Cinémaginaire Inc.
15000000,Drama|Thriller,48231,en,A Dangerous Method,27.133277,2011-09-30,27462041,99.0,A Dangerous Method,6.2,571,David Cronenberg,Jeremy Thomas,Keira Knightley,Viggo Mortensen,Recorded Pictures Company
20000000,Drama|Thriller,48289,en,The Debt,14.857884,2010-04-11,45636368,113.0,The Debt,6.3,257,John Madden,Eitan Evan,Helen Mirren,Ciarán Hinds,Miramax Films
1300000,Crime|Drama|Horror|Thriller,48309,en,Prison,7.605291,1988-03-04,354704,102.0,Prison,6.7,27,Renny Harlin,Irwin Yablans,Viggo Mortensen,Chelsea Field,Empire Pictures
30000000,Action|Thriller,48340,en,Sanctum,20.063165,2011-02-03,108609310,108.0,Sanctum,5.8,339,Alister Grierson,Michael Finley,Ioan Gruffudd,Richard Roxburgh,Universal Pictures
2000000,,48382,en,"The Book of Mormon Movie, Volume 1: The Journey",0.031947,2003-09-12,1672730,120.0,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2,,,Kirby Heyborne,Michael Flynn,
1,Adventure|Comedy|Horror,48463,en,Incident at Loch Ness,1.452152,2004-12-17,0,94.0,Incident at Loch Ness,5.9,18,Zak Penn,,Werner Herzog,Kitana Baker,
4000000,Horror|Action|Thriller,48572,en,Red State,12.062371,2011-08-19,1104682,88.0,Red State,5.9,316,Kevin Smith,Jonathan Gordon,Michael Parks,John Goodman,The Harvey Boys
7000000,Action|Drama,48620,en,The Mighty Macs,2.932784,2009-10-21,0,102.0,The Mighty Macs,5.0,15,Tim Chambers,,Carla Gugino,Ellen Burstyn,
36000000,Comedy,48988,en,Hall Pass,27.11589,2011-02-25,83160734,105.0,Hall Pass,5.4,611,Peter Farrelly,Charles B. Wessler,Owen Wilson,Jason Sudeikis,New Line Cinema
3000000,Action|Comedy|Thriller,49010,en,Hobo with a Shotgun,16.900433,2011-05-06,748453,86.0,Hobo with a Shotgun,5.7,211,Jason Eisener,Frank Siracusa,Rutger Hauer,Gregory Smith,Rhombus Media
200000000,Animation|Family|Adventure|Comedy,49013,en,Cars 2,49.98659,2011-06-11,559852396,106.0,Cars 2,5.8,2033,Brad Lewis,Denise Ream,Owen Wilson,Larry the Cable Guy,Walt Disney Pictures
70000000,Horror|Action|Drama|Fantasy|War,49017,en,Dracula Untold,64.457947,2014-10-01,215529201,92.0,Dracula Untold,6.2,2389,Gary Shore,Michael De Luca,Luke Evans,Sarah Gadon,Universal Pictures
1500000,Horror|Thriller,49018,en,Insidious,58.594852,2010-09-13,97009150,103.0,Insidious,6.8,1737,James Wan,Steven Schneider,Patrick Wilson,Rose Byrne,Alliance Films
0,Drama|Comedy|Romance,49020,en,Submarine,8.518866,2011-03-18,864659,97.0,Submarine,7.4,443,Richard Ayoade,Ally Gipps,Craig Roberts,Sally Hawkins,Film4
66000000,Action|Adventure|Thriller,49021,en,Killer Elite,29.501489,2011-09-23,57777106,116.0,Killer Elite,6.1,695,Gary McKendry,Michael Boughen,Jason Statham,Clive Owen,Current Entertainment
35000000,Comedy|Drama|Romance,49022,en,Something Borrowed,14.029012,2011-05-05,59901913,112.0,Something Borrowed,5.9,296,Luke Greenfield,,Kate Hudson,Ginnifer Goodwin,Alcon Entertainment
250000000,Action|Crime|Drama|Thriller,49026,en,The Dark Knight Rises,112.31295,2012-07-16,1084939099,165.0,The Dark Knight Rises,7.6,9106,Christopher Nolan,Emma Thomas,Christian Bale,Michael Caine,Legendary Pictures
130000000,Action|Thriller,49040,en,The Bourne Legacy,90.33681,2012-08-08,276572938,120.0,The Bourne Legacy,6.0,2651,Tony Gilroy,Patrick Crowley,Jeremy Renner,Rachel Weisz,Universal Pictures
105000000,Science Fiction|Thriller|Drama,49047,en,Gravity,110.153618,2013-09-27,716392705,91.0,Gravity,7.3,5751,Alfonso Cuarón,Alfonso Cuarón,Sandra Bullock,George Clooney,Warner Bros.
50000000,Action|Science Fiction,49049,en,Dredd,57.673932,2012-09-07,41037742,95.0,Dredd,6.6,1940,Pete Travis,,Karl Urban,Olivia Thirlby,DNA Films
250000000,Adventure|Fantasy|Action,49051,en,The Hobbit: An Unexpected Journey,108.849621,2012-11-26,1021103568,169.0,The Hobbit: An Unexpected Journey,7.0,8297,Peter Jackson,Zane Weiner,Ian McKellen,Martin Freeman,WingNut Films
8000000,Drama,49081,fr,Maurice Richard,0.983484,2005-10-25,2019009,124.0,The Rocket: The Legend of Rocket Richard,6.1,17,Charles Binamé,,Roy Dupuis,Michel Barrette,
0,Horror|Thriller,49365,en,Lady in White,1.435742,1988-04-22,0,112.0,Lady in White,6.3,25,Frank LaLoggia,,Lukas Haas,Len Cariou,New Sky Communications Inc.
150000000,Animation|Family,49444,en,Kung Fu Panda 2,51.247321,2011-05-25,665692281,91.0,Kung Fu Panda 2,6.7,1880,Jennifer Yuh Nelson,Melissa Cobb,Jack Black,Angelina Jolie,DreamWorks Animation
2400000,Drama,49471,en,Get on the Bus,4.623059,1996-10-16,5731103,120.0,Get on the Bus,7.0,11,Spike Lee,,Ossie Davis,Charles S. Dutton,Columbia Pictures
0,Fantasy|Family|Action,49478,en,Warriors of Virtue,0.912395,1997-05-02,0,103.0,Warriors of Virtue,4.7,9,Ronny Yu,,,Angus Macfadyen,China Film Co-Production Corporation
30000000,Drama|Thriller|Mystery,49517,en,Tinker Tailor Soldier Spy,33.649652,2011-09-16,0,127.0,Tinker Tailor Soldier Spy,6.6,840,Tomas Alfredson,Robyn Slovo,John Hurt,Gary Oldman,StudioCanal
135000000,Adventure|Animation|Comedy|Family|Fantasy,49519,en,The Croods,64.183321,2013-03-20,585178928,98.0,The Croods,6.8,2399,Kirk De Micco,Kristine Belson,Nicolas Cage,Emma Stone,DreamWorks Animation
